IntegerID,CodePrediction,RealProductTypeCode
88520,1320,1320
88521,2583,2583
88522,2583,2583
88523,2522,2522
88524,1280,1280
88525,10,10
88526,2705,2705
88527,1280,1280
88528,2060,2060
88529,2060,2060
88530,10,10
88531,10,2583
88532,1280,1280
88533,1140,1140
88534,2403,2403
88535,10,1940
88536,1320,1320
88537,1560,1560
88538,10,1300
88539,1560,1560
88540,1560,2060
88541,2583,2583
88542,10,10
88543,1160,1281
88544,2060,2060
88545,2060,2060
88546,10,2705
88547,1560,1560
88548,1920,1920
88549,2403,2403
88550,10,1160
88551,2705,2705
88552,2583,2583
88553,2522,2522
88554,10,1160
88555,2583,2583
88556,1160,1160
88557,2583,2583
88558,2060,1560
88559,1302,1302
88560,50,50
88561,1140,1140
88562,1300,1300
88563,2280,2280
88564,2583,2583
88565,1280,1300
88566,2403,2403
88567,1140,1140
88568,2522,2522
88569,2522,1160
88570,1160,1160
88571,2583,2583
88572,1920,1920
88573,1320,1320
88574,1301,1301
88575,2522,2522
88576,1280,1281
88577,50,50
88578,10,2060
88579,2060,2522
88580,2060,2060
88581,50,50
88582,1302,1302
88583,2583,2583
88584,2403,2403
88585,2705,2705
88586,1920,1920
88587,1281,1140
88588,1560,1560
88589,2583,2583
88590,2403,2280
88591,10,1160
88592,2583,2583
88593,2403,10
88594,1920,1920
88595,2280,2280
88596,1280,1300
88597,10,10
88598,1140,1140
88599,1560,1560
88600,1920,1920
88601,2220,2220
88602,1920,1920
88603,10,2403
88604,1300,1300
88605,2522,2522
88606,2280,2280
88607,2280,2280
88608,1140,1140
88609,1140,1280
88610,10,2403
88611,1560,1560
88612,2522,2522
88613,2280,2403
88614,10,2220
88615,2583,2583
88616,2583,2583
88617,2280,1940
88618,1302,1302
88619,1920,1920
88620,2583,2583
88621,2280,2403
88622,2583,2583
88623,1920,1920
88624,2280,2280
88625,1320,1320
88626,1560,2060
88627,2280,2280
88628,1560,1560
88629,2060,2060
88630,1280,1280
88631,2462,2462
88632,2403,2403
88633,1302,1302
88634,10,40
88635,2583,2583
88636,2522,2522
88637,10,2403
88638,1140,1180
88639,2462,2462
88640,10,10
88641,1320,2585
88642,1920,1320
88643,1560,1560
88644,1560,2060
88645,2583,2583
88646,1160,1160
88647,1560,1560
88648,1160,1160
88649,10,1180
88650,1920,1560
88651,2522,2522
88652,2060,2060
88653,2583,2583
88654,1560,1320
88655,1180,1180
88656,10,1920
88657,2705,2705
88658,1560,1320
88659,2582,2582
88660,2582,2582
88661,2583,2583
88662,1320,2220
88663,1280,1280
88664,2522,2522
88665,1280,1281
88666,2280,2280
88667,2705,2705
88668,2583,2583
88669,1560,1560
88670,2583,2583
88671,10,2705
88672,10,1280
88673,2462,2462
88674,2585,2585
88675,2583,2583
88676,50,2462
88677,2583,2583
88678,1302,1302
88679,2583,1302
88680,2583,2583
88681,1300,1300
88682,2522,2522
88683,2582,2582
88684,2585,2585
88685,10,10
88686,1160,1160
88687,2280,2403
88688,1281,1281
88689,1280,2462
88690,2585,2585
88691,2583,2583
88692,1560,1560
88693,1280,1280
88694,10,1160
88695,2280,2280
88696,2280,2280
88697,1300,1280
88698,2583,2583
88699,2220,2220
88700,2585,2585
88701,1920,1920
88702,1140,1281
88703,1160,1160
88704,1320,1320
88705,50,2462
88706,10,1180
88707,1940,1940
88708,2583,2583
88709,2280,2280
88710,1160,1160
88711,2583,2583
88712,2583,2583
88713,2583,2583
88714,10,1160
88715,2583,2583
88716,1560,1560
88717,1160,1160
88718,2705,2705
88719,2905,2905
88720,10,10
88721,2522,2060
88722,1300,1280
88723,1320,1320
88724,2280,2280
88725,1300,1280
88726,2582,2582
88727,1280,1280
88728,2583,2583
88729,40,1281
88730,2060,2060
88731,10,2280
88732,1280,1180
88733,1302,1302
88734,2522,2522
88735,1280,1280
88736,50,50
88737,1920,1920
88738,1920,1920
88739,2522,2522
88740,1280,1280
88741,2583,2583
88742,2280,2280
88743,1920,1920
88744,2280,1280
88745,1560,1560
88746,2280,2280
88747,1560,1560
88748,1300,1300
88749,50,50
88750,1140,1140
88751,2583,2583
88752,2403,2403
88753,2583,2583
88754,2583,2583
88755,1560,1560
88756,2583,2583
88757,1280,2220
88758,10,2522
88759,2280,2280
88760,1560,1560
88761,1280,1280
88762,2403,2403
88763,1560,1560
88764,2403,2403
88765,1300,1280
88766,1281,1140
88767,2522,2522
88768,10,2705
88769,1160,1160
88770,1302,1302
88771,2583,1302
88772,1302,1302
88773,2583,2583
88774,2582,2582
88775,1160,1160
88776,1280,1281
88777,1560,1560
88778,1160,1160
88779,2280,2280
88780,2522,2522
88781,2522,2522
88782,40,2462
88783,2522,2522
88784,2583,2583
88785,1560,1560
88786,1281,1281
88787,2582,2060
88788,1300,1280
88789,1560,1560
88790,1300,1300
88791,2522,2522
88792,40,40
88793,2462,2462
88794,1300,1300
88795,1281,2462
88796,2583,2583
88797,10,2403
88798,1560,2060
88799,2060,2060
88800,2585,2585
88801,2583,2583
88802,10,1281
88803,1280,1280
88804,1320,1320
88805,1160,1160
88806,1140,1140
88807,10,1280
88808,2280,2280
88809,50,50
88810,2220,1560
88811,10,2403
88812,1280,2582
88813,1300,1300
88814,1160,50
88815,1320,1320
88816,1160,1160
88817,2280,1160
88818,2585,2585
88819,1160,1160
88820,1920,1920
88821,2280,2280
88822,2583,2583
88823,10,2280
88824,1560,1560
88825,2583,2583
88826,2522,2522
88827,2280,40
88828,10,1160
88829,2522,2522
88830,10,1281
88831,1302,1302
88832,1280,1280
88833,10,1160
88834,2060,2060
88835,2582,2582
88836,40,1140
88837,1300,1300
88838,2583,2583
88839,1560,1560
88840,1560,2582
88841,2403,2403
88842,2522,2220
88843,2583,2583
88844,2403,2403
88845,2583,2583
88846,1160,1160
88847,1560,1560
88848,2060,2582
88849,1280,1280
88850,1140,1140
88851,2583,2583
88852,1160,1160
88853,10,40
88854,2522,2522
88855,2280,2280
88856,1920,1920
88857,10,10
88858,1280,1281
88859,2280,2280
88860,1302,1302
88861,10,2403
88862,2585,2585
88863,2403,2403
88864,2280,2280
88865,2583,2583
88866,1302,1302
88867,2585,2522
88868,10,2705
88869,2583,2583
88870,10,1320
88871,10,1280
88872,1302,1302
88873,2583,2583
88874,2583,2583
88875,2582,2582
88876,2403,2403
88877,1280,1281
88878,1300,1300
88879,2583,2583
88880,10,2403
88881,1301,1301
88882,1281,1280
88883,1320,1320
88884,2583,2583
88885,1560,2060
88886,1320,1320
88887,1300,1300
88888,2060,2060
88889,2705,2705
88890,1560,1940
88891,1920,1920
88892,2280,2280
88893,2280,2280
88894,1280,1280
88895,2522,2522
88896,2585,1302
88897,10,2705
88898,1920,1920
88899,2585,2585
88900,10,10
88901,50,50
88902,1920,2060
88903,10,10
88904,10,10
88905,2585,2585
88906,1320,1140
88907,2583,2583
88908,1280,10
88909,1280,1281
88910,1280,1140
88911,2705,2705
88912,2582,2582
88913,2060,2582
88914,1920,1920
88915,2403,2403
88916,2585,2585
88917,2583,2583
88918,2905,2905
88919,1300,1281
88920,2705,2705
88921,2060,2060
88922,2583,2583
88923,2705,2705
88924,2220,2220
88925,1302,1302
88926,2583,2583
88927,2280,2280
88928,2582,1560
88929,10,10
88930,2522,2522
88931,1920,1920
88932,2060,1560
88933,1300,1300
88934,1300,1300
88935,2585,2585
88936,1280,1302
88937,2522,2522
88938,2583,2583
88939,10,2522
88940,1300,1300
88941,2522,2522
88942,10,1160
88943,1302,1302
88944,10,1140
88945,10,1300
88946,40,40
88947,1920,1920
88948,2403,2403
88949,1140,40
88950,2583,2583
88951,2585,2582
88952,1300,1300
88953,40,1280
88954,1302,1302
88955,1280,1140
88956,10,2462
88957,1140,2403
88958,2585,2585
88959,2583,2583
88960,1140,1140
88961,10,2705
88962,2583,2583
88963,1280,1280
88964,1300,1300
88965,2060,2060
88966,1280,1281
88967,2583,2583
88968,2583,2583
88969,1300,1300
88970,1320,1320
88971,1300,1300
88972,1300,1280
88973,2060,2060
88974,1320,1320
88975,1160,1160
88976,10,2403
88977,1920,1920
88978,1302,1302
88979,2060,2060
88980,1140,1140
88981,2583,2583
88982,1560,1560
88983,1920,1920
88984,1560,1560
88985,2522,2522
88986,2280,2403
88987,1300,1280
88988,1160,1160
88989,2583,1302
88990,2522,2522
88991,2705,2705
88992,2583,2583
88993,1160,1160
88994,2403,2403
88995,1140,1140
88996,1302,1280
88997,10,10
88998,1560,1560
88999,40,50
89000,1281,1281
89001,2280,2280
89002,2583,2583
89003,10,2403
89004,2060,2585
89005,1300,1300
89006,1300,1300
89007,2060,1920
89008,2583,2583
89009,2403,40
89010,1300,1300
89011,1280,10
89012,1160,2462
89013,2583,2583
89014,2280,2280
89015,2280,2280
89016,10,1140
89017,2585,2582
89018,1560,1560
89019,1300,1300
89020,10,1940
89021,2060,2060
89022,1920,1920
89023,10,10
89024,2585,1281
89025,2280,2280
89026,1300,1300
89027,2403,2403
89028,2582,2585
89029,2280,2280
89030,60,60
89031,10,1160
89032,2522,2522
89033,1920,1920
89034,1560,1560
89035,1280,1280
89036,10,1180
89037,1300,1300
89038,1920,1920
89039,2583,2583
89040,1281,40
89041,50,50
89042,2220,2220
89043,2220,1560
89044,50,2462
89045,2522,2522
89046,1920,1920
89047,1302,1302
89048,1560,1560
89049,2280,2280
89050,2462,2462
89051,2522,2060
89052,1300,1300
89053,1160,1160
89054,2583,2583
89055,1300,1300
89056,2583,2583
89057,2280,2280
89058,2060,1560
89059,2522,2522
89060,1300,1300
89061,2583,2583
89062,2583,2583
89063,10,40
89064,1300,1300
89065,50,50
89066,1140,1560
89067,1280,1281
89068,1300,1300
89069,10,10
89070,2403,2705
89071,1280,1280
89072,1320,1280
89073,1281,1281
89074,10,10
89075,2583,2583
89076,1160,1160
89077,1300,1300
89078,1560,2585
89079,1280,2220
89080,1300,1300
89081,1300,1300
89082,2280,2585
89083,2582,1302
89084,1302,1280
89085,1160,1160
89086,2280,10
89087,1302,1302
89088,2060,2060
89089,1560,2060
89090,2585,2585
89091,2280,2280
89092,1320,1320
89093,2522,2522
89094,2403,2403
89095,10,2403
89096,1280,1280
89097,2905,2905
89098,2280,10
89099,1160,1160
89100,2583,2583
89101,2583,2583
89102,10,40
89103,2280,2705
89104,2060,2522
89105,1140,1140
89106,1320,1320
89107,2060,2060
89108,1280,1140
89109,2705,2705
89110,2583,2583
89111,10,10
89112,1560,1560
89113,2060,2060
89114,1560,1560
89115,1920,1920
89116,10,2280
89117,2522,2522
89118,1320,1320
89119,2462,2462
89120,1560,2585
89121,1560,1560
89122,2585,2585
89123,2585,2585
89124,2280,2403
89125,2280,2280
89126,1940,1940
89127,10,1920
89128,1920,1920
89129,10,2705
89130,2462,2462
89131,2583,2583
89132,1160,1160
89133,1281,2462
89134,1560,1560
89135,10,1180
89136,2583,2583
89137,2280,2403
89138,1920,1920
89139,2280,2280
89140,2905,2905
89141,1280,40
89142,2280,2280
89143,2583,2583
89144,10,2462
89145,2220,2220
89146,1280,1280
89147,10,1300
89148,2583,2583
89149,1560,1920
89150,2583,2583
89151,1920,1920
89152,1180,1180
89153,10,2403
89154,60,60
89155,1560,1560
89156,40,40
89157,2280,10
89158,2583,2583
89159,2220,2220
89160,1300,1300
89161,2583,2583
89162,1920,1920
89163,1300,1280
89164,2522,2522
89165,2403,2403
89166,2403,2280
89167,2583,2585
89168,2060,2060
89169,10,1160
89170,1302,1302
89171,1300,1300
89172,1920,1560
89173,1300,1300
89174,2583,2583
89175,10,10
89176,1300,1300
89177,1300,1300
89178,2522,2522
89179,1160,1160
89180,1560,1560
89181,1280,1281
89182,2585,1560
89183,2403,2403
89184,1160,1160
89185,2585,2585
89186,10,10
89187,1281,2583
89188,40,40
89189,1920,1920
89190,10,1160
89191,2522,2522
89192,2583,2583
89193,2522,2522
89194,1940,1940
89195,2585,2582
89196,1280,10
89197,2060,2060
89198,10,2280
89199,1920,1920
89200,1320,1920
89201,2060,2522
89202,1560,1560
89203,2280,2280
89204,1560,1560
89205,2060,2060
89206,1280,1280
89207,2582,2582
89208,1300,1300
89209,2060,2060
89210,10,1160
89211,1920,1920
89212,2060,2060
89213,2462,2403
89214,2280,2280
89215,2583,2583
89216,2582,2582
89217,1920,1920
89218,1560,1560
89219,1281,1281
89220,2582,2582
89221,10,10
89222,1160,2522
89223,1140,2280
89224,2585,2585
89225,2060,2060
89226,40,40
89227,1560,1560
89228,2583,2583
89229,10,2705
89230,1140,1160
89231,2403,2705
89232,1160,1160
89233,2582,2582
89234,2060,1560
89235,2583,2583
89236,2462,2462
89237,2522,2522
89238,2583,2583
89239,2583,2583
89240,2522,2522
89241,2522,2522
89242,10,50
89243,2583,2583
89244,1920,1920
89245,40,40
89246,2280,2280
89247,2705,2705
89248,40,40
89249,2403,2280
89250,2403,2403
89251,10,1281
89252,1280,2060
89253,1920,1920
89254,40,40
89255,2522,2522
89256,1302,1302
89257,2060,1560
89258,1920,1920
89259,1320,1180
89260,2582,2582
89261,1920,1920
89262,50,50
89263,1140,2462
89264,1300,1300
89265,2403,2403
89266,1160,1160
89267,2583,2583
89268,10,1300
89269,1180,2403
89270,2705,2705
89271,2905,2905
89272,50,50
89273,2462,1281
89274,2583,2583
89275,1281,1180
89276,2583,2583
89277,2060,1281
89278,2583,2583
89279,10,2522
89280,2403,10
89281,1560,2522
89282,2462,2462
89283,10,10
89284,10,1280
89285,1280,2060
89286,1280,1280
89287,2280,1160
89288,50,50
89289,2280,2280
89290,2585,1302
89291,1920,1920
89292,1160,1160
89293,1301,1301
89294,2522,2522
89295,2280,2280
89296,2403,2403
89297,1300,1300
89298,2583,2583
89299,2522,2522
89300,2905,2905
89301,1160,2403
89302,2403,2403
89303,1320,1920
89304,2403,2403
89305,2522,2522
89306,1300,1300
89307,1560,1560
89308,2462,2462
89309,10,2403
89310,1320,1320
89311,2280,2280
89312,1280,1280
89313,2905,2905
89314,1920,1920
89315,1560,2585
89316,1920,1920
89317,40,1140
89318,1280,40
89319,10,1160
89320,2583,2583
89321,1560,1560
89322,60,60
89323,1281,1281
89324,10,1140
89325,1140,1140
89326,2583,2583
89327,1280,1140
89328,1302,1302
89329,50,50
89330,1280,1281
89331,1320,1320
89332,2403,2403
89333,1300,1302
89334,50,2462
89335,2522,1302
89336,2280,2280
89337,2522,2522
89338,1560,1560
89339,10,1160
89340,2583,2583
89341,10,1281
89342,10,1160
89343,10,2403
89344,2280,2280
89345,1300,1300
89346,2280,2280
89347,1140,1140
89348,1920,1920
89349,10,2403
89350,10,1281
89351,2522,2060
89352,1920,1920
89353,2280,2280
89354,1280,1281
89355,2060,2060
89356,2585,2220
89357,1920,1920
89358,10,1940
89359,2060,2060
89360,10,1160
89361,2583,2583
89362,10,1300
89363,10,40
89364,2060,2060
89365,2583,2583
89366,2705,2705
89367,10,1180
89368,1280,1280
89369,2583,2583
89370,1320,1320
89371,1301,1301
89372,1280,1140
89373,1302,1302
89374,10,10
89375,10,10
89376,1140,1301
89377,10,10
89378,2583,2583
89379,2583,2583
89380,1281,2462
89381,50,40
89382,2582,2582
89383,40,60
89384,1560,1560
89385,1920,1920
89386,2280,2280
89387,2585,2585
89388,1560,1560
89389,2705,2705
89390,10,1140
89391,1920,1920
89392,2060,2060
89393,1920,2060
89394,10,1160
89395,40,40
89396,50,50
89397,10,10
89398,2583,2583
89399,1920,1920
89400,1280,10
89401,1320,1320
89402,2582,2582
89403,2585,2582
89404,1560,1560
89405,2060,2060
89406,2522,2522
89407,2060,2582
89408,10,1140
89409,1320,1320
89410,1300,1300
89411,2403,2403
89412,1560,1560
89413,2280,2280
89414,10,40
89415,2522,2522
89416,10,40
89417,2060,2060
89418,2280,2280
89419,1280,1560
89420,2583,2583
89421,1140,1281
89422,2585,2585
89423,1560,1920
89424,1140,1140
89425,2403,2403
89426,2522,2522
89427,1300,1300
89428,1280,1281
89429,2583,2583
89430,2585,2583
89431,1280,1280
89432,2522,2522
89433,60,60
89434,1160,1280
89435,2583,2583
89436,10,10
89437,1280,1280
89438,10,2705
89439,2585,2585
89440,2583,2583
89441,2280,2403
89442,10,10
89443,2522,2522
89444,10,1160
89445,40,40
89446,1160,1281
89447,1920,1920
89448,1160,2522
89449,40,40
89450,2280,2280
89451,1320,1320
89452,2583,2583
89453,10,10
89454,2280,2280
89455,10,2705
89456,2583,2583
89457,1280,1280
89458,1920,2060
89459,10,40
89460,1280,1280
89461,1280,1280
89462,50,50
89463,2583,2583
89464,1560,1560
89465,40,40
89466,2060,1560
89467,1300,1300
89468,1160,1160
89469,2060,2060
89470,1160,1160
89471,2220,2220
89472,2403,10
89473,1180,1180
89474,60,60
89475,2583,2583
89476,50,1281
89477,10,10
89478,1140,1140
89479,2583,2583
89480,2522,1180
89481,1300,1280
89482,2060,2060
89483,10,2705
89484,1302,1302
89485,2220,1280
89486,10,2403
89487,1920,1920
89488,2280,2280
89489,10,10
89490,1280,1280
89491,2522,2522
89492,1920,1920
89493,2060,2060
89494,10,40
89495,1280,1280
89496,2583,2583
89497,2705,2705
89498,10,2403
89499,2403,2403
89500,10,1160
89501,1140,1140
89502,1300,1300
89503,1280,1280
89504,2522,2522
89505,2583,2583
89506,2905,2905
89507,1280,1320
89508,1920,1560
89509,2585,2583
89510,2585,2522
89511,10,2585
89512,1280,1280
89513,1560,1560
89514,2582,1920
89515,2583,2583
89516,1301,1301
89517,2462,2462
89518,2705,2705
89519,2403,2403
89520,2583,2583
89521,1280,1280
89522,2280,2280
89523,50,50
89524,1320,1180
89525,1280,1280
89526,10,10
89527,1160,1160
89528,1280,1302
89529,1320,1560
89530,2582,2583
89531,2280,2280
89532,2462,2462
89533,2583,2583
89534,40,1280
89535,10,1160
89536,2060,2060
89537,2060,2060
89538,1300,1300
89539,10,10
89540,1320,1320
89541,2583,2583
89542,2060,2060
89543,1560,1560
89544,1300,1300
89545,1940,1940
89546,2583,2583
89547,2280,2280
89548,1160,1160
89549,1280,1280
89550,1320,1320
89551,10,1160
89552,2583,2583
89553,1280,1302
89554,1180,1320
89555,1300,1300
89556,2280,2280
89557,2582,2583
89558,10,1160
89559,1920,1920
89560,2705,2705
89561,1560,1560
89562,1140,1140
89563,2403,2403
89564,1560,1560
89565,1302,2060
89566,1301,1301
89567,2280,2280
89568,1300,1300
89569,2220,2220
89570,2280,2280
89571,1320,1320
89572,2705,2705
89573,1560,1560
89574,2403,2403
89575,1280,1280
89576,50,50
89577,10,1160
89578,1560,1560
89579,10,1180
89580,2583,2583
89581,2403,1280
89582,2280,2280
89583,1560,2585
89584,1281,10
89585,2583,2583
89586,1560,1560
89587,2705,2705
89588,1280,40
89589,10,1302
89590,1280,1280
89591,2585,2585
89592,2583,2583
89593,1160,1160
89594,2583,2583
89595,1560,1560
89596,10,1280
89597,1940,1940
89598,1280,1560
89599,2585,2585
89600,1560,1560
89601,2522,2522
89602,1160,1160
89603,2705,2705
89604,1280,1280
89605,1560,2060
89606,2583,2583
89607,2583,2583
89608,1140,1140
89609,50,50
89610,2280,2280
89611,1320,1320
89612,1560,1560
89613,2582,2582
89614,1280,1281
89615,2585,2582
89616,10,40
89617,1560,1560
89618,2280,2280
89619,2582,2582
89620,1300,1280
89621,2060,2705
89622,1320,1320
89623,2582,1560
89624,1280,1280
89625,1280,1280
89626,2582,2220
89627,2583,2583
89628,2583,2583
89629,10,10
89630,2582,2220
89631,2280,2403
89632,10,1300
89633,2585,2585
89634,1560,1560
89635,10,2585
89636,2905,2905
89637,1280,1280
89638,1301,1301
89639,2583,2583
89640,2583,2583
89641,1920,1920
89642,2905,2905
89643,1320,1280
89644,2522,2522
89645,1280,1281
89646,2280,1160
89647,10,2403
89648,1920,1920
89649,1160,1160
89650,2060,2060
89651,1160,1281
89652,2705,10
89653,1300,1300
89654,2280,2280
89655,1560,1560
89656,2583,2583
89657,2583,2583
89658,50,40
89659,1281,1281
89660,1300,1300
89661,10,10
89662,1920,1920
89663,2280,1920
89664,1560,1280
89665,1280,1281
89666,10,10
89667,50,50
89668,1160,1160
89669,1281,1281
89670,2583,2583
89671,1920,1920
89672,1920,1920
89673,2583,2583
89674,10,1160
89675,10,40
89676,1560,2060
89677,10,2705
89678,50,50
89679,2522,2522
89680,1140,1140
89681,1280,2522
89682,2583,2583
89683,1560,1320
89684,1920,1920
89685,1280,1280
89686,1560,2582
89687,1320,1320
89688,1280,1280
89689,10,2403
89690,1140,1140
89691,2060,2060
89692,2522,2522
89693,1280,10
89694,1300,1300
89695,1281,1160
89696,1920,1320
89697,2060,2060
89698,2583,2583
89699,2585,2585
89700,2060,1560
89701,2583,2583
89702,10,1160
89703,50,50
89704,10,1300
89705,1320,1560
89706,2280,2403
89707,2280,2403
89708,2280,2280
89709,1560,2060
89710,10,1140
89711,2583,2583
89712,2403,10
89713,1302,1302
89714,1300,1300
89715,2522,2522
89716,2220,2220
89717,10,1281
89718,2583,2583
89719,2280,2280
89720,60,60
89721,2060,2060
89722,1140,1140
89723,2220,2220
89724,2583,2583
89725,1300,1280
89726,1560,1560
89727,10,2462
89728,1300,1280
89729,2403,2403
89730,2060,1920
89731,1920,1920
89732,1140,40
89733,2280,2280
89734,2905,2905
89735,1300,1300
89736,2583,2583
89737,1302,1302
89738,1300,1300
89739,1320,1320
89740,10,10
89741,2583,1280
89742,2522,2522
89743,2583,2583
89744,1281,2462
89745,1320,1320
89746,10,10
89747,2522,2060
89748,2060,2060
89749,1300,1300
89750,2583,2583
89751,50,2462
89752,2582,2582
89753,2280,2705
89754,1280,1300
89755,2583,2583
89756,2583,2583
89757,2582,1560
89758,1320,1320
89759,1160,1160
89760,1302,1302
89761,2060,2060
89762,2905,2905
89763,2705,2705
89764,2582,2582
89765,1280,1280
89766,40,40
89767,1300,1300
89768,60,60
89769,2060,2060
89770,2220,2220
89771,1160,1160
89772,2403,1320
89773,1560,1560
89774,2585,1300
89775,2280,2280
89776,2583,2582
89777,10,1140
89778,10,2280
89779,10,10
89780,1280,1280
89781,2280,2280
89782,2280,2280
89783,2583,2583
89784,1300,1300
89785,10,2585
89786,2705,2705
89787,2462,2462
89788,1160,1160
89789,10,2403
89790,1140,1280
89791,2060,2060
89792,50,50
89793,1300,1300
89794,1300,1300
89795,1300,1300
89796,10,2705
89797,2280,2280
89798,2585,2585
89799,2585,2585
89800,2583,1301
89801,2280,2280
89802,1302,1302
89803,1140,1140
89804,40,40
89805,2403,2403
89806,1920,1920
89807,2462,2462
89808,1160,1160
89809,1280,1280
89810,1560,1560
89811,2585,2585
89812,10,1180
89813,2403,2403
89814,2403,2403
89815,1302,1302
89816,2280,2280
89817,10,1180
89818,2583,2583
89819,40,40
89820,10,2462
89821,2462,60
89822,2522,2522
89823,1140,1140
89824,2705,2705
89825,2585,2585
89826,10,2280
89827,1280,1281
89828,1320,1320
89829,2060,2060
89830,1920,1920
89831,40,10
89832,1160,1160
89833,2583,2583
89834,2583,2583
89835,2583,2583
89836,2522,2522
89837,10,1920
89838,1560,1560
89839,1300,1300
89840,2583,2583
89841,50,40
89842,10,10
89843,10,2705
89844,2280,2280
89845,2583,2583
89846,1160,1160
89847,1920,1920
89848,1320,1320
89849,2705,2060
89850,1560,1560
89851,10,50
89852,1160,1160
89853,1320,1320
89854,1560,1560
89855,1160,1160
89856,2403,2403
89857,10,40
89858,2280,2403
89859,10,2280
89860,2280,2705
89861,2583,2583
89862,10,1300
89863,1301,1301
89864,2583,2583
89865,2280,40
89866,1140,1140
89867,2583,2583
89868,2280,2280
89869,1300,1300
89870,1280,1280
89871,2280,2280
89872,1302,1280
89873,2705,2705
89874,2522,2522
89875,1140,1140
89876,2522,2522
89877,2583,2583
89878,2582,2582
89879,40,1560
89880,10,2403
89881,1280,1280
89882,2583,2583
89883,40,40
89884,2582,1920
89885,1140,2060
89886,2060,2060
89887,2583,2583
89888,2280,2280
89889,2583,2583
89890,1920,1560
89891,1320,2582
89892,2583,2583
89893,2060,2060
89894,1920,1920
89895,2583,2583
89896,2583,2583
89897,1300,1300
89898,2583,2583
89899,1560,1560
89900,1281,1281
89901,1320,1320
89902,50,50
89903,2585,2585
89904,2280,2280
89905,2705,2705
89906,2582,2585
89907,2403,2403
89908,1300,1300
89909,1300,1300
89910,2705,2705
89911,2060,1920
89912,1140,1140
89913,2280,1301
89914,2583,2583
89915,1560,2582
89916,1560,1560
89917,2583,2583
89918,1302,1302
89919,1560,2582
89920,1160,1160
89921,2705,2705
89922,1281,1281
89923,2060,2060
89924,10,1140
89925,2280,2280
89926,2060,1560
89927,1560,1320
89928,1300,1300
89929,1920,1920
89930,2583,2583
89931,10,60
89932,2060,2060
89933,1302,1302
89934,1302,1302
89935,1300,1300
89936,10,10
89937,1560,1560
89938,1140,1180
89939,2220,2220
89940,2060,2060
89941,1560,1920
89942,2403,2403
89943,2583,2583
89944,1300,1300
89945,10,10
89946,10,40
89947,10,10
89948,2583,2583
89949,1300,1300
89950,2705,2705
89951,1300,1300
89952,1140,1140
89953,2060,2060
89954,2403,1180
89955,2705,2705
89956,1940,1320
89957,10,2462
89958,1920,1920
89959,10,40
89960,1300,1300
89961,2905,2905
89962,2280,2280
89963,2583,2583
89964,1920,1920
89965,2582,2585
89966,1301,1301
89967,1920,1920
89968,2060,1920
89969,10,10
89970,2280,2280
89971,1920,1920
89972,2060,2060
89973,2585,1560
89974,2060,1560
89975,2060,1920
89976,1140,1280
89977,1280,1280
89978,60,60
89979,2403,2403
89980,2585,2585
89981,1280,1160
89982,2522,2522
89983,1302,1302
89984,1320,1320
89985,60,60
89986,2583,2583
89987,1160,1160
89988,2403,2705
89989,2583,2583
89990,1300,1300
89991,1300,1300
89992,2280,2403
89993,1560,2060
89994,1320,1320
89995,2403,2403
89996,2582,2582
89997,1302,1302
89998,1180,2583
89999,1160,1160
90000,2403,2403
90001,1920,1920
90002,2705,2705
90003,2280,2280
90004,1300,1300
90005,1320,1320
90006,2583,2583
90007,10,40
90008,2403,2403
90009,1280,1280
90010,1560,1560
90011,1560,2585
90012,1302,50
90013,60,60
90014,1300,1300
90015,2905,2905
90016,1302,1302
90017,2583,2583
90018,2280,2280
90019,2582,2585
90020,2403,2403
90021,1300,1300
90022,1920,1920
90023,1280,2522
90024,2060,1560
90025,2583,2583
90026,2060,2060
90027,1560,2583
90028,1560,2060
90029,1302,1302
90030,1302,1302
90031,1300,1300
90032,2585,2585
90033,1300,1280
90034,2582,2585
90035,2583,2583
90036,2280,2280
90037,1320,1320
90038,10,10
90039,1300,1300
90040,50,2462
90041,2522,2522
90042,2585,2060
90043,2060,2060
90044,1920,1920
90045,2280,2280
90046,10,40
90047,50,50
90048,1920,1302
90049,1920,1920
90050,1300,1300
90051,2705,2705
90052,1302,1302
90053,1280,1280
90054,2582,2582
90055,2583,2583
90056,1560,1560
90057,1280,1280
90058,1160,1160
90059,50,2462
90060,2582,2705
90061,40,1140
90062,2582,2582
90063,10,1180
90064,10,1280
90065,2280,2280
90066,2280,2280
90067,1920,1920
90068,2582,2582
90069,1300,1300
90070,10,1281
90071,1320,1320
90072,10,2705
90073,2583,2583
90074,10,1160
90075,2582,1320
90076,1280,1320
90077,1302,1302
90078,2582,2582
90079,2583,2583
90080,2403,2403
90081,1140,1280
90082,1560,1560
90083,1560,1560
90084,1140,1140
90085,1560,1560
90086,2583,2583
90087,2583,2583
90088,1280,1280
90089,2583,2583
90090,2705,2705
90091,2280,2280
90092,1320,1320
90093,10,10
90094,2583,2583
90095,2583,2583
90096,10,10
90097,2583,2583
90098,10,1300
90099,1280,1280
90100,2583,2583
90101,2705,10
90102,2280,2280
90103,10,2403
90104,2280,2280
90105,10,1280
90106,1302,1302
90107,1281,1280
90108,1280,1280
90109,10,2403
90110,2705,2583
90111,1280,1281
90112,10,1160
90113,2583,2583
90114,1320,1320
90115,1302,1302
90116,2705,2705
90117,1320,1320
90118,2522,2522
